name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Subtype,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Service Charge Fee,Service Charge Covers,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Facilities,Listing by,Furnished
"4bdrm Duplex in Ikate, Lekki Phase 1 for Rent", 5000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-phase-1-for-rent-ARXcggNX2M6h8PXBK3P3BEvR.html?page=41&pos=10&cur_pos=10&ads_per_page=22&ads_count=15797&lid=FOXK95B7VIvKP0sP&indexPosition=918,Well secured spacious 4 bedroom duplex with bq in a save and secured estate with good electricity good road accessibility and network good proximity and facilities nice estate all rooms en-suite 2 gated estate well secured,ikate,ikate,2000sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,,500000,500000,500000,,,,Pets Allowed,,,,,,,
5bdrm Duplex in Idado Estate for Rent, 15000000,"Lekki, Idado",https://jiji.ng/idado/houses-apartments-for-rent/5bdrm-duplex-in-idado-estate-for-rent-kAZHGIvTBbzltsjkrfHud1U3.html?page=41&pos=12&cur_pos=12&ads_per_page=22&ads_count=15797&lid=FOXK95B7VIvKP0sP&indexPosition=920,"To let 
5bedroom detached duplex with a room bq
... 
price: 15m
... 
condition: brand new
... 
location: idado
features
... 
bluetooth speaker
tarred road
spacious compound
spacious living room
cctv camera
serene environment
fitted kitchen
room en-suit
swimming pool","Idado Lekki, Lagos",Idado Estate,200sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,150000,150000,250000,,,To be discussed,,,,,,,,
"4bdrm Townhouse / Terrace in Parkview Estate, Ikoyi for rent", 25000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-parkview-estate-ikoyi-for-rent-eL0FYSb1GTdKDyIJ2UMtGjhC.html?page=41&pos=14&cur_pos=14&ads_per_page=22&ads_count=15797&lid=FOXK95B7VIvKP0sP&indexPosition=922,"* brief*
*to-let*
*brand new 4 bedroom terrace duplex on three floors with bq ( corner piece)*
*features*
-fitted kitchen 
-inbuilt speakers
-air conditioner in all rooms
- cctv camera 
-swimming pool
-gym
-24hrs security 
serviced
*location: park view, ikoyi*
*rent: 25m (2 years payable)*
*service charge: tbd*
legal: 10%
agency: 10%
caution: 10%
#martinzkun#","Parkview estate, Ikoyi",Parkview estate,300sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-1pk2VXk0AEzSw1Tfjg2q7lhF.html?page=41&pos=18&cur_pos=18&ads_per_page=22&ads_count=15797&lid=FOXK95B7VIvKP0sP&indexPosition=926,"*for rent ! * 4 bedroom semi detached duplex with a study and a bq for rent. ( self serviced) location: ikate lekki lagos rent: 8m per annum agency: 10% legal: 10% caution: 800k total package: 10,400,000.ba
#lor#","Ikate, Lekki",Ikate,300sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Immediately After, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-immediately-after-lekki-for-rent-spMQWR3UK5BY1UxvrocKI5C1.html?page=41&pos=21&cur_pos=21&ads_per_page=22&ads_count=15797&lid=FOXK95B7VIvKP0sP&indexPosition=929,"Newly built 4Bedrooms Fully Detached Duplex with Bq at orchid Road immediately after chevron second toll gate is available for rent. 
Annual rent 5m
agency 500k
Legal 500k
Refundable caution 500k
self service",Orchid Road,immediately after chevron second toll gate,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Spring Bay Estate, Ikate for rent", 10000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-spring-bay-estate-ikate-for-rent-xk7HvyyBKIWeJwrjhl9YQ9hF.html?page=42&pos=1&cur_pos=1&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=931,"Solo Brand new 4 bedroom semi-detached Duplex with Bq for rent ! 
Location: spring bay estate Ikate lekki lagos 
Rent: 10M 
Agency: 10%
Legal: 10%
Caution: 10%
Total package: 13,000,000
Features;
24hrs security 
All rooms ensuite 
Fully Fitted Kitchen 
Cctv cameras 
Stamp concrete floor 
Walk-in Closet 
Family lounge 
Water Heater 
Borehole 
1 B1
Self Serviced","Ikate , lekki",Spring bay estate,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Ikota Villa. for rent, 4500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikota-villa-for-rent-1HzLv93JltrnLN5u3lFvR86T.html?page=42&pos=5&cur_pos=5&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=935,"Rent ! 
newly built luxury 4 bedroom terrace duplex is available for immediate rent
amenities: 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] water heater
- [ ] heat extractor 
location: ikota lekki, lagos 
rent: 4.5m
caution deposit: 300k
agency fee: 10%
legal fee: 5%
service charge: 500k","Ikota, villa, ajah lagos",Ikota Villa.,1000sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,500000,,,,,,,,,
1bdrm Bungalow in Ibeju for rent, 400000,Ibeju,https://jiji.ng/ibeju/houses-apartments-for-rent/1bdrm-bungalow-in-ibeju-for-rent-hLT1k5LDdpwsWysoKXKPxQge.html?page=42&pos=7&cur_pos=7&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=937,"Mini Flat ( Room & Palor) ""TO LET"" in ALAATISE.",ALATUNSE,,100sqm,Newly-Built,Semi-Furnished,Bungalow,1 bedroom,1 bathroom,Semi-Detached,,,,,,,,,,,,,,
"5bdrm Duplex in Chevy View, Chevron for rent", 5500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-chevy-view-chevron-for-rent-nfME0tjZZ2sI0Ke5eq9G5cpM.html?page=42&pos=11&cur_pos=11&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=941,"A stunning and exclusive 5-bedroom duplex available in Lekki for rent. 
Rent:5.5m
Agency 10%
Agreement 10%
Caution 500k",Chevron drive Lekki,Chevy view,381sqm,Fairly Used,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Immediately After, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-immediately-after-lekki-for-rent-1FUh6td8TzDlUvuppiacCCC3.html?page=42&pos=14&cur_pos=14&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=944,".
 
.Newly built 4Bedrooms Semi-Detached detached duplex with BQ excellent facilities in secured estate immediately after chevron second toll gate is available for rent. 

Location:immediately after Chevron second toll gate 
.
 Features:
Pool
Oven
Microwave 
CCTV
Brand new 
Video Bell
Clean water 
Secured estate 
Good Compound space
Fully Fitted Kitchen
Serenity 
Water Heaters
Pop Ceiling
Jacuzzi",chevron second toll gate,immediately after chevron second toll gate,1000sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Benevento Orchid, Lekki for rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-benevento-orchid-lekki-for-rent-8KhTyga5wmmej4kndC7w5F0z.html?page=42&pos=17&cur_pos=17&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=947,"Fully Serviced four bedroom Semi Detached house Available for Rent !!
Location Bounvista Orchid lekki Lagos 
Breakdown 
Rent - 4.5 M 
Agency- 10 p 
Legal - 10 p 
Caution- 5 p 
Sc - 45,000 N monthly 
Light is pay as you use ( serviced )",Immediately after chevron second toll,Benevento orchid Road,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-po2Y7LUarFjvAkPCkAhCxXxK.html?page=42&pos=20&cur_pos=20&ads_per_page=22&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=950,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex with BQ 
Location - Ikate, Lekki
Rent - N7million per annum
Service charge - N700,000 per annum
Caution- N350,000
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security
- [x] 24hrs Power
- [x] Swimming Pool
- [x] Gym
- [x] All Rooms Ensuite
- [x] Fitted kitchen 
- [x] Stamped Concrete Floor
- [x] Water Heater
- [x] Walk in shower 
- [x] Water Treatment 
- [x] Serene environment 
For more information and enquiries070XXXXXXXX",Ikate,,500sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"1bdrm Apartment in Pedro, Gbagada for rent", 1600000,Gbagada,https://jiji.ng/gbagada/houses-apartments-for-rent/1bdrm-apartment-in-pedro-gbagada-for-rent-3GQflrCnlBKEO0JiwGetRzAI.html?page=43&pos=1&cur_pos=1&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=953,"Edala *luxury one bed-room apartment available for rent*
location : pedro , gbagada. 
rent : 1.6m
agreement 200k
commission 200k
caution fee 200k
service charge 200k","Pedro, Gbagada",Pedro,100sqm,Newly-Built,Semi-Furnished,Apartment,1 bedroom,1 bathroom,,,,,,,,,,,,,,,
"5bdrm Duplex in Banana Island, Ikoyi for rent", 75000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-banana-island-ikoyi-for-rent-mscpx2247y6wsWVYrw2E5jzc.html?page=43&pos=4&cur_pos=4&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=956,"*Banana Island Rent*
5 Bedroom Fully detach duplex with penthouse and BQ.
Rent: 75M naira 
Self serviced 
Agency: 10%
Legal: 5%
Caution: 10%",Banana island,banana island,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 3700000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-paKaH47EdujCkqOsxHW3YqEU.html?page=43&pos=7&cur_pos=7&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=959,"Just renovated, family size, 2 UNITS of 4bedroom Terraces now available for rent, in a very secured estate. 
Location - ORCHID *(before the roundabout)*
*RENT - 3.7M & 3.5M*
Agency 10%
Legal 10%
Caution 400k (refundable)
SC - 40k monthly *(covers Security & Diesel)*",Orchid,,350sqm,Fairly Used,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Semi-Detached,,,,,,,,,,,,,,
"3bdrm Townhouse / Terrace in Orchid, Lekki for rent", 3000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-orchid-lekki-for-rent-sp7leNiGWxQi0mKiINACJyA2.html?page=43&pos=10&cur_pos=10&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=962,"*FOR RENT*
 Located on Orchid road Lekki
3BR Terrace duplex (Fully renovated)
Rent 3M
Agency 300k
Legal 300k
Caution fee 300k
Total 3.9M
Service charge 45k monthly
Power 210Naira per kilowatt
#Alexisa#","Orchid, Lekki",Orchid,200sqm,Newly-Built,Unfurnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
5bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-lekki-for-rent-w55XopEst5rhIRKH368lXLo4.html?page=43&pos=13&cur_pos=13&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=965,"FOR RENT! 
Lovely 5 Bedroom Detached Duplex 
Location- Chevron, Lekki
Rent - per annum
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Chevron,,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
Furnished 2bdrm Apartment in Ago Palace for rent, 1300000,"Isolo, Ago Palace",https://jiji.ng/ago-palace/houses-apartments-for-rent/furnished-2bdrm-apartment-in-ago-palace-for-rent-3BXjxBbAHp4cPCppXKSffN7p.html?page=43&pos=16&cur_pos=16&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=968,"2 bedroom flat with All room ensuite
Nice Serene environment
Chat me or call me on WhatsApp081XXXXXXXX",Isreal chukwu street  off ago palace wya,,685sqm,Newly-Built,Furnished,Apartment,2 bedrooms,2 bathrooms,,130000,130000,130000,390000,,,,,,,,,,
4bdrm Duplex in Osapa london for rent, 6000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-for-rent-hGRyNc4LPjwBk9TKl7KwMX7F.html?page=43&pos=19&cur_pos=19&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=971,"We have a beautiful, 4 bedroom semi detached duplex available for rent in a serene location.

Agency:10%
Legal:10%
Caution:10%
Self service",Lekki Lagos,,350sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Richmond Garden, Lekki for rent", 9000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-richmond-garden-lekki-for-rent-6xqh9CJlSl9cQ5eJCPW5Dc1T.html?page=43&pos=22&cur_pos=22&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=974,"*semi-direct brief* 
*to-let* 
*4 bedroom terrace duplex with a bq*
*location : richmond estate, elegushi lekki*
*rent : 9m*
*service charge : 850k*
*power: pay as you go*
legal : 10%
agency : 10%
#martinzkusen#","Richmond garden estate, Ikate-Elegushi, Lekki",Richmond garden estate,350sqm,Fairly Used,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Ikoyi for rent, 17000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-hcC4dqyaIBTu4F2yOwT2GN6g.html?page=44&pos=2&cur_pos=2&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=977,"Luxury 3 bed apartments within a very exclusive neighbourhood 
location: ikoyi, lagos 
features:
- all rooms en-suite 
- fitted kitchen 
- stamp concrete floor 
- 24hrs security
- carpark of 2
- shower cubicles 
- balconies
- water heaters
- serene neighborhood 
- brand new 
- 24 hrs power supply
- swimming pool 
- gym
•",Ikoyi,Ikoyi,300sqm,Fairly Used,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Osapa London for rent, 8000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/furnished-4bdrm-duplex-in-osapa-london-for-rent-mm50TA39RcHGm0TxVOEWS4Jy.html?page=44&pos=5&cur_pos=5&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=980,"*value centric furnished 4 bed fully detached duplex with bq london, lekki*
- decently spaced
- modern contemporary architecture 
- ante room
- spacious living room
- spacious master's bedroom
- walk-in closet
- spacious fully equipped kitchen with pantry
- stamp concrete floor
- astonishing woodwork
- cctv surveillance 
- gorgeous lightings 
-air conditions
-snoker 
-jacuzi
- ample parking
- boy's quarters
- family lounge
- secure estate
- great neighbourhood 
etc... 
*location:*osapa london, lekki
rent amount: 8,000,000 naira
caution deposit: 10% of the rent
legal fee: 10% of the rent
agency fee: 10% of the rent
total amount due: 10,400,000 naira
no other hidden charges 
please note that estate management dues would have to be covered by the tenant outside of these costs.
thanks",4 BEDROOM FURNISHED DUPLEX WITH A BQ IN OSAPA LONDON,OSAPA LONDON,350sqm,Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 800000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-85qaUuqbeeqSENY5dQ8E5mq1.html?page=44&pos=7&cur_pos=7&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=982,Magnificent luxury fully detach 4bedroom Duplex with a room BQ and swimming pool with a Cenima room for sale in a serene and secured estate @ Lekki phase 1,Lekki phase1,,496sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-iHFSJj6iAbji3wkIwKsF2O7U.html?page=44&pos=10&cur_pos=10&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=985,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex 
Location- VGC, Lekki 
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 20hrs Electricity 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet 
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #4bedroom #vgc",VGC,,500sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Semi-Detached,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-aH3jOrFt8L1AsvH3hfPkOHt.html?page=44&pos=14&cur_pos=14&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=989,"*For Rent*
*Four Bedroom Semi-Detached Duplex in Lekki Phase 1*
Rent :10m per annum.
Agency: 10%
Legal : 10%
Caution: 10%
Note : Strictly for residential.
#OlumideBab#",Lekki phase 1,,350sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"5bdrm Duplex in Elegushi, Ikate for rent", 9000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/5bdrm-duplex-in-elegushi-ikate-for-rent-BhZXYU4aQwnGn1xfrRHMXtmJ.html?page=44&pos=17&cur_pos=17&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=992,A Massive 5 Bedroom Fully Detached Duplex with 2 Rooms Bq in Ikate to let,Lekki,Elegushi,300sqm,Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Chevron for Rent, 6500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-mh2wEASO3n5lhCY5esiFyX1o.html?page=44&pos=20&cur_pos=20&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=995,"4 bedroom fully detached duplex 
Rent: N6.5m 
Agency: 10%
Legal : 10% 
Caution : 5%
Location chevron drive",Chevron Drive,,700sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Agungi, Lekki for Rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-agungi-lekki-for-rent-bcPkYdqokGYGQP2nF5PbvH2t.html?page=44&pos=23&cur_pos=23&ads_per_page=23&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=998,"Direct Letting 
Newly renovation 4bedroom semi detached house with a room boy's quarter at agungi by dominos pizza, lekki, Lagos.","Agungi , Lekki",Agungi,450sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"Furnished 3bdrm Block of Flats in Off Zenith Bank, Victoria Island", 15000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/furnished-3bdrm-block-of-flats-in-off-zenith-bank-victoria-island-nN3WjuWpx3KhHTVa8RFgUA6.html?page=45&pos=3&cur_pos=3&ads_per_page=21&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=1001,"PREMIUM LETTING! 
A recently built and exquisitely finished and fully serviced 3bedroom flat with boy's quarters up for rent
Location:off Zenith Bank Heights, V/Island Lagos.
Special features:
*Elevators
*24/7 Security
*Ample Packing Space
*Swimming pool 
*Concierge with Access control (Fingerprint,Card and Number Code) etc 
RENT: N15M 
FURNISHED 3bedroom Apartment. 
SERVICE CHARGE: N1.4M 
CAUTION DEPOSIT: 10%
Agency: 10%
Legal: 10%
24hrs Power (Metered)",Victoria Island,Off Zenith bank height,500sqm,Newly-Built,Furnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"2bdrm Duplex in Lawason, Surulere for rent", 2300000,Surulere,https://jiji.ng/surulere/houses-apartments-for-rent/2bdrm-duplex-in-lawason-surulere-for-rent-yToAP6pErLMUKBEvetYh34R4.html?page=45&pos=6&cur_pos=6&ads_per_page=21&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=1004,"Easy accessible to island,ample car park-space,separate prepaid-meter,clean bore-hole water,5 people in the compound,92% completed ready on or before 3 weeks,(21 days)pls call busayo aguda.",Olufowobi str,lawason,100sqm,Newly-Built,Unfurnished,Duplex,2 bedrooms,3 bathrooms,,460000,230000,200000,890000,150000,Cleaning lawma security etc.,,,,,,,,
4bdrm Duplex in Osapa London for Rent, 5000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-for-rent-wqQgBBo4imkEQIpYrYYSXbxV.html?page=45&pos=9&cur_pos=9&ads_per_page=21&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=1007,"Amazing 4bedroom duplex available for rent in a secured environment.
Rent: 5M
Caution: 500,000
Self service 
Agency/agreement: -10% each 
Location: Osapa London, Lekki. Lagos.","Osapa London, Lekki. Lagos.",,350sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Chevron for Rent, 6000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-BYEgt9PB9kE2RfHeRNOgwCU2.html?page=45&pos=12&cur_pos=12&ads_per_page=21&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=1010,"To let
fully furnished 4 bedroom semi- detached duplex for rent! 
location: chevron, lagos.
rent: ngn 6m per annum
other charges:
- agency 10%
- legal. 10%
-caution 1m
- total package: 8,200,000
features
- 24 hours security
- all rooms ensuite
- fully fitted kitchen
- pop ceiling
- water heater
- walk-in-shower
- jacuzzi
- interlocked floor
- fully furnished furnished
etc","Chevron Lekki, Lagos",,200sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,600000,600000,1000000,,,,Pets Allowed,,,,,,,
4bdrm Duplex in Osapa london for rent, 7500000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-for-rent-HemXgkaZSt9ai1RuSHdxpEW.html?page=45&pos=15&cur_pos=15&ads_per_page=21&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=1013,"4 Bedroom Fully Detached Duplex with BQ For Rent
Price: ₦7,500,000
Caution:  
Legal:  
Agency:  
Location: Osapa London, Lekki, Lagos  
Features 
- Spacious Compound 
- Can take Up to 4 cars
- POP
- Bath Tub
- Shower Cubicle 
- Walk in Closet
- BQ
- Pantry
- Family Lounge
- ⁠All Rooms En-suite
Inquiries II inspection II Purchase II Call
WhatsApp +
Email: 
Website: 
Facebook: 
Instagram: 
LinkedIn: 
Youtube:",Osapa London,,300sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Townhouse/Terrace in Ikota Gra Estate, Lekki for Rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikota-gra-estate-lekki-for-rent-hMAFGO2fdUsv82NdG40TxErF.html?page=45&pos=19&cur_pos=19&ads_per_page=21&ads_count=15794&lid=FOXK95B7VIvKP0sP&indexPosition=1017,"Tolet 
Brand new 4bedroom terrace duplex available at Ikota GRA, Lekki 
Rent 4m
Agency 10%
 and legal 10%
Caution 300k
Service charge... not determined yet","Ikota GRA, Lekki",Ikota GRA Estate,,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikota, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-lekki-for-rent-hrVIUJ9Jjf0XmRiVLSyLM7lS.html?page=46&pos=1&cur_pos=1&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1020,"Dolyn 4BEDROOM SEMI-DETACHED DUPLEX FOR RENT 
Amenities: 
- [ ] Fitted Kitchen 
- [ ] POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Jacuzzi 
- [ ] CCTV 
- [ ] Gas cooker 
- [ ] Water Heater
- [ ] Heat extractor
- [ ] Bq 
 
Location:Ikota Lekki 
Price: 6M per annum 
Legal : 10percent 
Agency : 10percent","Ikota, lekki","Ikota, lekki",500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 2 for rent, 4000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-2-for-rent-ptAktHdUTjC70MTDc28CC6W6.html?page=46&pos=4&cur_pos=4&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1023,Brand new luxury 4bedroom terrace duplex to let in a fully serviced and well secured estate at Ikota lekki phase2,Ikota,,210sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
